question_id,point_code,point_title,dimension,question_no,score,max_score
P9-D2-Q9,P9,"Crisis de derechos de personas privadas de la libertad",D2,9,1.5,3.0
P9-D2-Q10,P9,"Crisis de derechos de personas privadas de la libertad",D2,10,1.5,3.0
P9-D3-Q11,P9,"Crisis de derechos de personas privadas de la libertad",D3,11,1.5,3.0
P9-D3-Q12,P9,"Crisis de derechos de personas privadas de la libertad",D3,12,1.5,3.0
P9-D3-Q13,P9,"Crisis de derechos de personas privadas de la libertad",D3,13,1.5,3.0
P9-D3-Q14,P9,"Crisis de derechos de personas privadas de la libertad",D3,14,1.5,3.0
P9-D3-Q15,P9,"Crisis de derechos de personas privadas de la libertad",D3,15,1.5,3.0
P9-D4-Q16,P9,"Crisis de derechos de personas privadas de la libertad",D4,16,1.5,3.0
P9-D4-Q17,P9,"Crisis de derechos de personas privadas de la libertad",D4,17,1.5,3.0
P9-D4-Q18,P9,"Crisis de derechos de personas privadas de la libertad",D4,18,1.5,3.0
P9-D4-Q19,P9,"Crisis de derechos de personas privadas de la libertad",D4,19,1.5,3.0
P9-D4-Q20,P9,"Crisis de derechos de personas privadas de la libertad",D4,20,1.5,3.0
P9-D5-Q21,P9,"Crisis de derechos de personas privadas de la libertad",D5,21,1.5,3.0
P9-D5-Q22,P9,"Crisis de derechos de personas privadas de la libertad",D5,22,1.5,3.0
P9-D5-Q23,P9,"Crisis de derechos de personas privadas de la libertad",D5,23,1.5,3.0
P9-D5-Q24,P9,"Crisis de derechos de personas privadas de la libertad",D5,24,1.5,3.0
P9-D5-Q25,P9,"Crisis de derechos de personas privadas de la libertad",D5,25,1.5,3.0
P9-D6-Q26,P9,"Crisis de derechos de personas privadas de la libertad",D6,26,1.5,3.0
P9-D6-Q27,P9,"Crisis de derechos de personas privadas de la libertad",D6,27,1.5,3.0
P9-D6-Q28,P9,"Crisis de derechos de personas privadas de la libertad",D6,28,1.5,3.0
P9-D6-Q29,P9,"Crisis de derechos de personas privadas de la libertad",D6,29,1.5,3.0
P9-D6-Q30,P9,"Crisis de derechos de personas privadas de la libertad",D6,30,1.5,3.0
P10-D1-Q1,P10,"Migración transfronteriza en la Selva del Darién",D1,1,1.5,3.0
P10-D1-Q2,P10,"Migración transfronteriza en la Selva del Darién",D1,2,1.5,3.0
P10-D1-Q3,P10,"Migración transfronteriza en la Selva del Darién",D1,3,1.5,3.0
P10-D1-Q4,P10,"Migración transfronteriza en la Selva del Darién",D1,4,1.5,3.0
P10-D1-Q5,P10,"Migración transfronteriza en la Selva del Darién",D1,5,1.5,3.0
P10-D2-Q6,P10,"Migración transfronteriza en la Selva del Darién",D2,6,1.5,3.0
P10-D2-Q7,P10,"Migración transfronteriza en la Selva del Darién",D2,7,1.5,3.0
P10-D2-Q8,P10,"Migración transfronteriza en la Selva del Darién",D2,8,1.5,3.0
P10-D2-Q9,P10,"Migración transfronteriza en la Selva del Darién",D2,9,1.5,3.0
P10-D2-Q10,P10,"Migración transfronteriza en la Selva del Darién",D2,10,1.5,3.0
P10-D3-Q11,P10,"Migración transfronteriza en la Selva del Darién",D3,11,1.5,3.0
P10-D3-Q12,P10,"Migración transfronteriza en la Selva del Darién",D3,12,1.5,3.0
P10-D3-Q13,P10,"Migración transfronteriza en la Selva del Darién",D3,13,1.5,3.0
P10-D3-Q14,P10,"Migración transfronteriza en la Selva del Darién",D3,14,1.5,3.0
P10-D3-Q15,P10,"Migración transfronteriza en la Selva del Darién",D3,15,1.5,3.0
P10-D4-Q16,P10,"Migración transfronteriza en la Selva del Darién",D4,16,1.5,3.0
P10-D4-Q17,P10,"Migración transfronteriza en la Selva del Darién",D4,17,1.5,3.0
P10-D4-Q18,P10,"Migración transfronteriza en la Selva del Darién",D4,18,1.5,3.0
P10-D4-Q19,P10,"Migración transfronteriza en la Selva del Darién",D4,19,1.5,3.0
P10-D4-Q20,P10,"Migración transfronteriza en la Selva del Darién",D4,20,1.5,3.0
P10-D5-Q21,P10,"Migración transfronteriza en la Selva del Darién",D5,21,1.5,3.0
P10-D5-Q22,P10,"Migración transfronteriza en la Selva del Darién",D5,22,1.5,3.0
P10-D5-Q23,P10,"Migración transfronteriza en la Selva del Darién",D5,23,1.5,3.0
P10-D5-Q24,P10,"Migración transfronteriza en la Selva del Darién",D5,24,1.5,3.0
P10-D5-Q25,P10,"Migración transfronteriza en la Selva del Darién",D5,25,1.5,3.0
P10-D6-Q26,P10,"Migración transfronteriza en la Selva del Darién",D6,26,1.5,3.0
P10-D6-Q27,P10,"Migración transfronteriza en la Selva del Darién",D6,27,1.5,3.0
P10-D6-Q28,P10,"Migración transfronteriza en la Selva del Darién",D6,28,1.5,3.0
P10-D6-Q29,P10,"Migración transfronteriza en la Selva del Darién",D6,29,1.5,3.0
P10-D6-Q30,P10,"Migración transfronteriza en la Selva del Darién",D6,30,1.5,3.0
